- Depth 0 | Player 2 | Move None | Score 0.3 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.463 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score 0.2 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.125 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.15 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score 0.1 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score 0.1 | α=0.3, β=0.1
                - Depth 4 | Player 2 | Move 0 | Score 0.1 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -1.0 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -1.0 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.688 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.7 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score 0.1 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.75 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.1 [PRUNED]
        - Depth 2 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.275 [PRUNED]
        - Depth 2 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.275 [PRUNED]
        - Depth 2 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.275 [PRUNED]
        - Depth 2 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.275 [PRUNED]
        - Depth 2 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.275 [PRUNED]
        - Depth 2 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.275 [PRUNED]
    - Depth 1 | Player 1 | Move 5 | Score 0.2 | α=0.3, β=0.2
        - Depth 2 | Player 2 | Move 0 | Score 0.2 | α=0.3, β=inf
            - Depth 3 | Player 1 | Move 0 | Score 0.037 | α=0.3, β=0.037
                - Depth 4 | Player 2 | Move 0 | Score 0.037 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.25 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.25 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.25 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.25 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score 0.037 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score 0.025 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score 0.013 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.037 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.037 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.037 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.037 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.037 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.037 [PRUNED]
            - Depth 3 | Player 1 | Move 1 | Score -0.713 | α=0.3, β=-0.713
                - Depth 4 | Player 2 | Move 0 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.725 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -1.0 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.725 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.738 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=-0.713 [PRUNED]
            - Depth 3 | Player 1 | Move 2 | Score -0.688 | α=0.3, β=-0.688
                - Depth 4 | Player 2 | Move 0 | Score -0.688 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.7 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.688 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.725 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.738 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=-0.688 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score 0.2 | α=0.3, β=0.2
                - Depth 4 | Player 2 | Move 0 | Score 0.2 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -1.0 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.688 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.675 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score 0.2 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.725 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.738 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score 0.2 | α=0.3, β=0.2
                - Depth 4 | Player 2 | Move 0 | Score 0.2 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.463 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score 0.2 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.125 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.15 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score 0.1 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score 0.1 | α=0.3, β=0.1
                - Depth 4 | Player 2 | Move 0 | Score 0.1 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.475 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.725 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.725 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.725 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.15 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score 0.1 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.2 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.1 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score 0.1 | α=0.3, β=0.1
                - Depth 4 | Player 2 | Move 0 | Score 0.1 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.487 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.738 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.738 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.738 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score 0.1 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.2 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.225 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.1 [PRUNED]
        - Depth 2 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.2 [PRUNED]
        - Depth 2 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.2 [PRUNED]
        - Depth 2 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.2 [PRUNED]
        - Depth 2 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.2 [PRUNED]
        - Depth 2 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.2 [PRUNED]
        - Depth 2 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.2 [PRUNED]
    - Depth 1 | Player 1 | Move 6 | Score 0.1 | α=0.3, β=0.1
        - Depth 2 | Player 2 | Move 0 | Score 0.1 | α=0.3, β=inf
            - Depth 3 | Player 1 | Move 0 | Score 0.013 | α=0.3, β=0.013
                - Depth 4 | Player 2 | Move 0 | Score 0.013 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.25 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.25 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.25 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.25 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.25 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score 0.013 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score 0.0 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.013 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.013 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.013 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.013 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.013 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.013 [PRUNED]
            - Depth 3 | Player 1 | Move 1 | Score -0.713 | α=0.3, β=-0.713
                - Depth 4 | Player 2 | Move 0 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.725 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -1.0 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -1.0 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.738 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.75 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=-0.713 [PRUNED]
            - Depth 3 | Player 1 | Move 2 | Score -0.688 | α=0.3, β=-0.688
                - Depth 4 | Player 2 | Move 0 | Score -0.688 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.7 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.688 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -1.0 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.738 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.75 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=-0.688 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score -0.675 | α=0.3, β=-0.675
                - Depth 4 | Player 2 | Move 0 | Score -0.675 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -1.0 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.688 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.675 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.688 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.738 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.75 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=-0.675 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=-0.675 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=-0.675 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=-0.675 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=-0.675 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=-0.675 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score 0.1 | α=0.3, β=0.1
                - Depth 4 | Player 2 | Move 0 | Score 0.1 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -1.0 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -1.0 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.688 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.7 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score 0.1 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.75 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.1 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score 0.1 | α=0.3, β=0.1
                - Depth 4 | Player 2 | Move 0 | Score 0.1 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.487 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.738 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.738 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.738 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score 0.1 | α=0.3, β=inf
